Показник,region,Категорія розрізу,activity,sex,Періодичність,year,enterprises_count
Кількість активних підприємств,Миколаївська,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Жінки,Річна,2025,464
Кількість активних підприємств,Одеська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Жінки,Річна,2025,51
Кількість активних підприємств,Одеська,Вид економічної діяльності,Фінансова та страхова діяльність,Жінки,Річна,2025,42
Кількість активних підприємств,Одеська,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Жінки,Річна,2025,1098
Кількість активних підприємств,Одеська,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Жінки,Річна,2025,187
Кількість активних підприємств,Одеська,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Чоловіки,Річна,2025,1632
Кількість активних підприємств,Одеська,Вид економічної діяльності,Операції з нерухомим майном,Жінки,Річна,2025,1125
Кількість активних підприємств,Одеська,Вид економічної діяльності,Освіта,Чоловіки,Річна,2025,387
Кількість активних підприємств,Одеська,Вид економічної діяльності,Переробна промисловість,Чоловіки,Річна,2025,1297
Кількість активних підприємств,Одеська,Вид економічної діяльності,Діяльність домашніх господарств,Чоловіки,Річна,2025,1
Кількість активних підприємств,Одеська,Вид економічної діяльності,Операції з нерухомим майном,Чоловіки,Річна,2025,1453
Кількість активних підприємств,Одеська,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Чоловіки,Річна,2025,3112
Кількість активних підприємств,Одеська,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Чоловіки,Річна,2025,130
Кількість активних підприємств,Одеська,Вид економічної діяльності,Фінансова та страхова діяльність,Чоловіки,Річна,2025,63
Кількість активних підприємств,Одеська,Вид економічної діяльності,Надання інших видів послуг,Чоловіки,Річна,2025,6354
Кількість активних підприємств,Одеська,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Чоловіки,Річна,2025,655
Кількість активних підприємств,Одеська,Вид економічної діяльності,Переробна промисловість,Жінки,Річна,2025,428
Кількість активних підприємств,Одеська,Вид економічної діяльності,Інформація та телекомунікації,Жінки,Річна,2025,269
Кількість активних підприємств,Одеська,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Жінки,Річна,2025,1071
Кількість активних підприємств,Одеська,Вид економічної діяльності,Діяльність домашніх господарств,Жінки,Річна,2025,2
Кількість активних підприємств,Одеська,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Жінки,Річна,2025,602
Кількість активних підприємств,Одеська,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Жінки,Річна,2025,2172
Кількість активних підприємств,Одеська,Вид економічної діяльності,Надання інших видів послуг,Жінки,Річна,2025,3235
Кількість активних підприємств,Одеська,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Жінки,Річна,2025,633
Кількість активних підприємств,Одеська,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Жінки,Річна,2025,621
Кількість активних підприємств,Одеська,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Жінки,Річна,2025,6
Кількість активних підприємств,Одеська,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Жінки,Річна,2025,1577
Кількість активних підприємств,Одеська,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Чоловіки,Річна,2025,291
Кількість активних підприємств,Одеська,Вид економічної діяльності,Інформація та телекомунікації,Чоловіки,Річна,2025,432
Кількість активних підприємств,Одеська,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Жінки,Річна,2025,275
Кількість активних підприємств,Одеська,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Чоловіки,Річна,2025,24
Кількість активних підприємств,Одеська,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Чоловіки,Річна,2025,1376
Кількість активних підприємств,Одеська,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Чоловіки,Річна,2025,2390
Кількість активних підприємств,Одеська,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Чоловіки,Річна,2025,870
Кількість активних підприємств,Одеська,Вид економічної діяльності,Будівництво,Жінки,Річна,2025,380
Кількість активних підприємств,Одеська,Вид економічної діяльності,Будівництво,Чоловіки,Річна,2025,1463
Кількість активних підприємств,Одеська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Чоловіки,Річна,2025,213
Кількість активних підприємств,Одеська,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Чоловіки,Річна,2025,260
Кількість активних підприємств,Одеська,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Чоловіки,Річна,2025,2588
Кількість активних підприємств,Одеська,Вид економічної діяльності,Діяльність екстериторіальних організацій і органів,Чоловіки,Річна,2025,1
Кількість активних підприємств,Одеська,Вид економічної діяльності,Освіта,Жінки,Річна,2025,1480
Кількість активних підприємств,Одеська,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Жінки,Річна,2025,31
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Переробна промисловість,Жінки,Річна,2025,276
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Жінки,Річна,2025,85
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Операції з нерухомим майном,Чоловіки,Річна,2025,539
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Інформація та телекомунікації,Чоловіки,Річна,2025,192
Кількість активних підприємств,Полтавська,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Жінки,Річна,2025,12
Кількість активних підприємств,Полтавська,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Чоловіки,Річна,2025,410
Кількість активних підприємств,Полтавська,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Жінки,Річна,2025,146
Кількість активних підприємств,Полтавська,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Чоловіки,Річна,2025,2346
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Чоловіки,Річна,2025,63
Кількість активних підприємств,Полтавська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Чоловіки,Річна,2025,124
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Будівництво,Чоловіки,Річна,2025,686
Кількість активних підприємств,Полтавська,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Чоловіки,Річна,2025,344
Кількість активних підприємств,Полтавська,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Жінки,Річна,2025,523
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Чоловіки,Річна,2025,81
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Фінансова та страхова діяльність,Жінки,Річна,2025,17
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Будівництво,Жінки,Річна,2025,170
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Операції з нерухомим майном,Жінки,Річна,2025,365
Кількість активних підприємств,Полтавська,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Жінки,Річна,2025,226
Кількість активних підприємств,Полтавська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Жінки,Річна,2025,24
Кількість активних підприємств,Полтавська,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Чоловіки,Річна,2025,69
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Жінки,Річна,2025,14
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Переробна промисловість,Чоловіки,Річна,2025,939
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Чоловіки,Річна,2025,1652
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Жінки,Річна,2025,734
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Інформація та телекомунікації,Жінки,Річна,2025,122
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Фінансова та страхова діяльність,Чоловіки,Річна,2025,33
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Жінки,Річна,2025,820
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Чоловіки,Річна,2025,512
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Надання інших видів послуг,Чоловіки,Річна,2025,3634
Кількість активних підприємств,Полтавська,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Чоловіки,Річна,2025,106
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Чоловіки,Річна,2025,1376
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Освіта,Чоловіки,Річна,2025,330
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Жінки,Річна,2025,927
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Освіта,Жінки,Річна,2025,1069
Кількість активних підприємств,Полтавська,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Жінки,Річна,2025,164
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Надання інших видів послуг,Жінки,Річна,2025,1786
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Чоловіки,Річна,2025,588
Кількість активних підприємств,Полтавська,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Жінки,Річна,2025,410
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Жінки,Річна,2025,816
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Надання інших видів послуг,Чоловіки,Річна,2025,3422
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Діяльність домашніх господарств,Чоловіки,Річна,2025,2
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Жінки,Річна,2025,39
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Чоловіки,Річна,2025,351
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Чоловіки,Річна,2025,508
Кількість активних підприємств,Рівненська,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Чоловіки,Річна,2025,268
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Переробна промисловість,Жінки,Річна,2025,220
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Жінки,Річна,2025,16
Кількість активних підприємств,Рівненська,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Жінки,Річна,2025,137
Кількість активних підприємств,Рівненська,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Жінки,Річна,2025,179
Кількість активних підприємств,Рівненська,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Чоловіки,Річна,2025,704
Кількість активних підприємств,Рівненська,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Чоловіки,Річна,2025,63
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Інформація та телекомунікації,Жінки,Річна,2025,56
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Жінки,Річна,2025,429
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Чоловіки,Річна,2025,43
Кількість активних підприємств,Рівненська,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Чоловіки,Річна,2025,383
Кількість активних підприємств,Рівненська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Чоловіки,Річна,2025,59
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Операції з нерухомим майном,Чоловіки,Річна,2025,463
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Освіта,Чоловіки,Річна,2025,270
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Жінки,Річна,2025,570
Кількість активних підприємств,Рівненська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Жінки,Річна,2025,12
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Жінки,Річна,2025,330
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Операції з нерухомим майном,Жінки,Річна,2025,250
Кількість активних підприємств,Рівненська,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Жінки,Річна,2025,162
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Надання інших видів послуг,Жінки,Річна,2025,1291
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Чоловіки,Річна,2025,70
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Переробна промисловість,Чоловіки,Річна,2025,702
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Інформація та телекомунікації,Чоловіки,Річна,2025,136
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Фінансова та страхова діяльність,Чоловіки,Річна,2025,11
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Чоловіки,Річна,2025,1011
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Будівництво,Чоловіки,Річна,2025,498
Кількість активних підприємств,Рівненська,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Жінки,Річна,2025,9
Кількість активних підприємств,Рівненська,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Жінки,Річна,2025,130
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Чоловіки,Річна,2025,1049
Кількість активних підприємств,Рівненська,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Чоловіки,Річна,2025,87
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Будівництво,Жінки,Річна,2025,87
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Фінансова та страхова діяльність,Жінки,Річна,2025,13
Кількість активних підприємств,Рівненська,Вид економічної діяльності,Освіта,Жінки,Річна,2025,874
Кількість активних підприємств,Сумська,Вид економічної діяльності,Переробна промисловість,Жінки,Річна,2025,159
Кількість активних підприємств,Сумська,Вид економічної діяльності,Освіта,Жінки,Річна,2025,637
Кількість активних підприємств,Сумська,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Жінки,Річна,2025,6
Кількість активних підприємств,Сумська,Вид економічної діяльності,Інформація та телекомунікації,Жінки,Річна,2025,73
Кількість активних підприємств,Сумська,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Жінки,Річна,2025,75
Кількість активних підприємств,Сумська,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Жінки,Річна,2025,545
Кількість активних підприємств,Сумська,Вид економічної діяльності,Фінансова та страхова діяльність,Жінки,Річна,2025,9
Кількість активних підприємств,Сумська,Вид економічної діяльності,Переробна промисловість,Чоловіки,Річна,2025,548
Кількість активних підприємств,Сумська,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Жінки,Річна,2025,44
Кількість активних підприємств,Сумська,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Чоловіки,Річна,2025,349
Кількість активних підприємств,Сумська,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Чоловіки,Річна,2025,49
Кількість активних підприємств,Сумська,Вид економічної діяльності,Операції з нерухомим майном,Чоловіки,Річна,2025,320
Кількість активних підприємств,Сумська,Вид економічної діяльності,Фінансова та страхова діяльність,Чоловіки,Річна,2025,6
Кількість активних підприємств,Сумська,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Чоловіки,Річна,2025,156
Кількість активних підприємств,Сумська,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Чоловіки,Річна,2025,791
Кількість активних підприємств,Сумська,Вид економічної діяльності,Освіта,Чоловіки,Річна,2025,189
Кількість активних підприємств,Сумська,Вид економічної діяльності,Надання інших видів послуг,Чоловіки,Річна,2025,2803
Кількість активних підприємств,Сумська,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Жінки,Річна,2025,116
Кількість активних підприємств,Сумська,Вид економічної діяльності,Будівництво,Жінки,Річна,2025,76
Кількість активних підприємств,Сумська,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Жінки,Річна,2025,213
Кількість активних підприємств,Сумська,Вид економічної діяльності,Надання інших видів послуг,Жінки,Річна,2025,1184
Кількість активних підприємств,Сумська,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Жінки,Річна,2025,119
Кількість активних підприємств,Сумська,Вид економічної діяльності,Будівництво,Чоловіки,Річна,2025,310
Кількість активних підприємств,Сумська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Чоловіки,Річна,2025,74
Кількість активних підприємств,Сумська,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Жінки,Річна,2025,3
Кількість активних підприємств,Сумська,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Жінки,Річна,2025,306
Кількість активних підприємств,Сумська,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Жінки,Річна,2025,492
Кількість активних підприємств,Сумська,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Чоловіки,Річна,2025,179
Кількість активних підприємств,Сумська,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Чоловіки,Річна,2025,380
Кількість активних підприємств,Сумська,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Чоловіки,Річна,2025,13
Кількість активних підприємств,Сумська,Вид економічної діяльності,Інформація та телекомунікації,Чоловіки,Річна,2025,100
Кількість активних підприємств,Сумська,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Чоловіки,Річна,2025,70
Кількість активних підприємств,Сумська,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Чоловіки,Річна,2025,1021
Кількість активних підприємств,Сумська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Жінки,Річна,2025,31
Кількість активних підприємств,Сумська,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Чоловіки,Річна,2025,62
Кількість активних підприємств,Сумська,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Чоловіки,Річна,2025,695
Кількість активних підприємств,Сумська,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Жінки,Річна,2025,362
Кількість активних підприємств,Сумська,Вид економічної діяльності,Операції з нерухомим майном,Жінки,Річна,2025,266
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Жінки,Річна,2025,45
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Переробна промисловість,Жінки,Річна,2025,135
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Чоловіки,Річна,2025,73
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Чоловіки,Річна,2025,57
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Будівництво,Чоловіки,Річна,2025,357
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Жінки,Річна,2025,7
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Жінки,Річна,2025,63
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Чоловіки,Річна,2025,721
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Жінки,Річна,2025,30
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Жінки,Річна,2025,549
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Інформація та телекомунікації,Жінки,Річна,2025,63
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Переробна промисловість,Чоловіки,Річна,2025,577
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Фінансова та страхова діяльність,Чоловіки,Річна,2025,10
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Жінки,Річна,2025,164
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Будівництво,Жінки,Річна,2025,95
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Операції з нерухомим майном,Жінки,Річна,2025,159
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Чоловіки,Річна,2025,1409
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Жінки,Річна,2025,262
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Інформація та телекомунікації,Чоловіки,Річна,2025,101
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Чоловіки,Річна,2025,293
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Операції з нерухомим майном,Чоловіки,Річна,2025,312
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Жінки,Річна,2025,89
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Чоловіки,Річна,2025,95
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Жінки,Річна,2025,974
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,Фінансова та страхова діяльність,Жінки,Річна,2025,8
Кількість активних підприємств,Тернопільська,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Жінки,Річна,2025,21
